ARTICULO;IMAGEN;PESO;IVA;PRECIOCANO;TIPCANON;COMPRA;VENTA;FAMILIA;MARCA;DENOMINA;URL;STOCK;PARTNUMBER;CODIGOBAR;DESCEXTRTF;EAN;CATEGORIA_ID;SUBCATEGORIA_ID;SUBCATEGORIADEPRODUCTO;CODIGO_MAYORISTA;CODIGO_FABRICANTE;VOLUMEN;SHORTDESC;LONGDESC;HighPic;LowPic;ThumbPic
TG21154512;https://www.dmi.es/photo/170/11639/3347009933470099/th/tarjeta-grafica-gigabyte-gtx-1050-ti-d5-4g.jpg;0.10;21;0.00;;140.00;;Tarjetas;Gigabyte;"TARJETA GRÁFICA GIGABYTE GTX 1050 TI D5 4G";https://www.dmi.es/ficha/TG21154512;13.00;GV-N105TD5-4GD;;;4719331339326;999990;170;"Tarjetas Gráficas";TG21154512;GV-N105TD5-4GD;3045.00;;;https://www.dmi.es/photo/170/11639/3347009933470099/bg/tarjeta-grafica-gigabyte-gtx-1050-ti-d5-4g.jpg;https://www.dmi.es/photo/170/11639/3347009933470099/pq/tarjeta-grafica-gigabyte-gtx-1050-ti-d5-4g.jpg;https://www.dmi.es/photo/170/11639/3347009933470099/pq/tarjeta-grafica-gigabyte-gtx-1050-ti-d5-4g.jpg
TG21154513;https://www.dmi.es/photo/170/11640/3347247533472475/th/tarjeta-grafica-gigabyte-gtx-1050-gv-n1050oc-2gd-2gb.jpg;0.20;21;0.00;;109.26;;Tarjetas;Gigabyte;"TARJETA GRÁFICA GIGABYTE GTX 1050 GV-N1050OC-2GD 2GB";https://www.dmi.es/ficha/TG21154513;38.00;GV-N1050OC-2GD;;;4719331339265;999990;170;"Tarjetas Gráficas";TG21154513;GV-N1050OC-2GD;3150.00;;;https://www.dmi.es/photo/170/11640/3347247533472475/bg/tarjeta-grafica-gigabyte-gtx-1050-gv-n1050oc-2gd-2gb.jpg;https://www.dmi.es/photo/170/11640/3347247533472475/pq/tarjeta-grafica-gigabyte-gtx-1050-gv-n1050oc-2gd-2gb.jpg;https://www.dmi.es/photo/170/11640/3347247533472475/pq/tarjeta-grafica-gigabyte-gtx-1050-gv-n1050oc-2gd-2gb.jpg
TG21154514;https://www.dmi.es/photo/170/11641/3347247333472473/th/tarjeta-grafica-gigabyte-gtx-1050-d5-2g.jpg;0.20;21;0.00;;112.05;;Tarjetas;Gigabyte;"TARJETA GRÁFICA GIGABYTE GTX 1050 D5 2G";https://www.dmi.es/ficha/TG21154514;5.00;GV-N1050D5-2GD;;;4719331339302;999990;170;"Tarjetas Gráficas";TG21154514;GV-N1050D5-2GD;3045.00;;;https://www.dmi.es/photo/170/11641/3347247333472473/bg/tarjeta-grafica-gigabyte-gtx-1050-d5-2g.jpg;https://www.dmi.es/photo/170/11641/3347247333472473/pq/tarjeta-grafica-gigabyte-gtx-1050-d5-2g.jpg;https://www.dmi.es/photo/170/11641/3347247333472473/pq/tarjeta-grafica-gigabyte-gtx-1050-d5-2g.jpg
TG21154516;https://www.dmi.es/photo/170/11643/3347010333470103/th/tarjeta-grafica-gigabyte-gtx-1050-windforce-oc-2gd.jpg;0.20;21;0.00;;124.74;;Tarjetas;Gigabyte;"TARJETA GRÁFICA GIGABYTE GTX 1050 WINDFORCE OC 2GD";https://www.dmi.es/ficha/TG21154516;23.00;GV-N1050WF2OC-2GD;;;4719331339319;999990;170;"Tarjetas Gráficas";TG21154516;GV-N1050WF2OC-2GD;4752.00;;;https://www.dmi.es/photo/170/11643/3347010333470103/bg/tarjeta-grafica-gigabyte-gtx-1050-windforce-oc-2gd.jpg;https://www.dmi.es/photo/170/11643/3347010333470103/pq/tarjeta-grafica-gigabyte-gtx-1050-windforce-oc-2gd.jpg;https://www.dmi.es/photo/170/11643/3347010333470103/pq/tarjeta-grafica-gigabyte-gtx-1050-windforce-oc-2gd.jpg
TA40160148;https://www.dmi.es/photo/897/11644/3321621533216215/th/tablet-archos-97c-platinum-9-7--ips-1-32-q1-3-plata-6-0.jpg;3.00;21;3.15;"Canon Tablet y Disp. Tactiles";89.34;;;Archos;"TABLET ARCHOS 97C PLATINUM 9,7"" IPS 1 32 Q1,3 PLATA 6.0";https://www.dmi.es/ficha/TA40160148;49.00;503323;;;0690590033238;0;897;Tablets;TA40160148;503323;2850.00;;;https://www.dmi.es/photo/897/11644/3321621533216215/bg/tablet-archos-97c-platinum-9-7--ips-1-32-q1-3-plata-6-0.jpg;https://www.dmi.es/photo/897/11644/3321621533216215/pq/tablet-archos-97c-platinum-9-7--ips-1-32-q1-3-plata-6-0.jpg;https://www.dmi.es/photo/897/11644/3321621533216215/pq/tablet-archos-97c-platinum-9-7--ips-1-32-q1-3-plata-6-0.jpg
CS4235426;https://www.dmi.es/photo/375/11645/2176518821765188/th/toner-hp-312x-4400-pag-negro-lj-pro-mfp-m476.jpg;0.70;21;0.00;;84.26;;Consumibles;HP;"TONER HP 312X 4400 PAG NEGRO LJ PRO MFP M476";https://www.dmi.es/ficha/CS4235426;1.00;CF380X;;"Cartucho de tóner original LaserJet 312X de alta capacidad negro, 4.400 páginas";0887111367754;225;375;"Tóner y Cartuchos Láser";CS4235426;CF380X;12540.00;"Cartucho de tóner original LaserJet 312X de alta capacidad negro, 4.400 páginas";;https://www.dmi.es/photo/375/11645/2176518821765188/bg/toner-hp-312x-4400-pag-negro-lj-pro-mfp-m476.jpg;https://www.dmi.es/photo/375/11645/2176518821765188/pq/toner-hp-312x-4400-pag-negro-lj-pro-mfp-m476.jpg;https://www.dmi.es/photo/375/11645/2176518821765188/pq/toner-hp-312x-4400-pag-negro-lj-pro-mfp-m476.jpg
CS4235427;https://www.dmi.es/photo/375/11646/2176519021765190/th/toner-hp-312a-amarillo-lsjet-pro-mmfp-m476.jpg;0.20;21;0.00;;92.99;;Consumibles;HP;"TONER HP 312A AMARILLO LSJET PRO MMFP M476";https://www.dmi.es/ficha/CS4235427;4.00;CF382A;;"Cartucho de tóner original LaserJet 312A amarillo, 2700 páginas";0887111367778;225;375;"Tóner y Cartuchos Láser";CS4235427;CF382A;5577.00;"Cartucho de tóner original LaserJet 312A amarillo, 2700 páginas";;https://www.dmi.es/photo/375/11646/2176519021765190/bg/toner-hp-312a-amarillo-lsjet-pro-mmfp-m476.jpg;https://www.dmi.es/photo/375/11646/2176519021765190/pq/toner-hp-312a-amarillo-lsjet-pro-mmfp-m476.jpg;https://www.dmi.es/photo/375/11646/2176519021765190/pq/toner-hp-312a-amarillo-lsjet-pro-mmfp-m476.jpg
AM35297001;https://www.dmi.es/photo/2917/11648/3083361230833612/th/cable-aux-3-5mm-a-3-5mm-jack--gris.jpg;0.10;21;0.00;;4.16;;"Cables, Conectores y Adaptadores";Cellularline;"Cable Aux 3,5mm a 3,5mm Jack. Gris";https://www.dmi.es/ficha/AM35297001;13.00;AUXMUSICABLE35D;;"Cellularline 36386, 3.5mm, Macho, 3.5mm, Macho, 1 m, Gris";8018080224867;830;2917;"Cables de Audio";AM35297001;AUXMUSICABLE35D;540.00;"Cellularline 36386, 3.5mm, Macho, 3.5mm, Macho, 1 m, Gris";;https://www.dmi.es/photo/2917/11648/3083361230833612/bg/cable-aux-3-5mm-a-3-5mm-jack--gris.jpg;https://www.dmi.es/photo/2917/11648/3083361230833612/pq/cable-aux-3-5mm-a-3-5mm-jack--gris.jpg;https://www.dmi.es/photo/2917/11648/3083361230833612/pq/cable-aux-3-5mm-a-3-5mm-jack--gris.jpg
AM20297012;https://www.dmi.es/photo/1399/11650/3057503130575031/th/cargador-de-coche-microusb-1mah-negro.jpg;0.20;21;0.00;;5.68;;"Accesorios telefonía";Cellularline;"Cargador de Coche MicroUSB 1mAh Negro";https://www.dmi.es/ficha/AM20297012;4.00;CBRMICROUSB1;;;8018080135989;999953;1399;Cargadores;AM20297012;CBRMICROUSB1;540.00;;;https://www.dmi.es/photo/1399/11650/3057503130575031/bg/cargador-de-coche-microusb-1mah-negro.jpg;https://www.dmi.es/photo/1399/11650/3057503130575031/pq/cargador-de-coche-microusb-1mah-negro.jpg;https://www.dmi.es/photo/1399/11650/3057503130575031/pq/cargador-de-coche-microusb-1mah-negro.jpg
AM15297070;https://www.dmi.es/photo/2779/11652/3057500930575009/th/protector-carcasa-transparente-silicona-galaxy-j5.jpg;0.10;21;0.00;;4.92;;"Accesorios telefonía";Cellularline;"PROTECTOR CARCASA TRANSPARENTE SILICONA GALAXY J5";https://www.dmi.es/ficha/AM15297070;24.00;FINECGALJ5T;;;8018080251740;999953;2779;"Fundas para Móviles";AM15297070;FINECGALJ5T;400.00;;;https://www.dmi.es/photo/2779/11652/3057500930575009/bg/protector-carcasa-transparente-silicona-galaxy-j5.jpg;https://www.dmi.es/photo/2779/11652/3057500930575009/pq/protector-carcasa-transparente-silicona-galaxy-j5.jpg;https://www.dmi.es/photo/2779/11652/3057500930575009/pq/protector-carcasa-transparente-silicona-galaxy-j5.jpg
AM15297071;https://www.dmi.es/photo/2779/11653/2333911323339113/th/protector-carcasa-transparente-silicona-iphone-6-4-7.jpg;0.10;21;0.00;;5.68;;"Accesorios telefonía";Cellularline;"PROTECTOR CARCASA TRANSPARENTE SILICONA IPHONE 6 4,7";https://www.dmi.es/ficha/AM15297071;29.00;FINECIPH647T;;;8018080218330;999953;2779;"Fundas para Móviles";AM15297071;FINECIPH647T;400.00;;;https://www.dmi.es/photo/2779/11653/2333911323339113/bg/protector-carcasa-transparente-silicona-iphone-6-4-7.jpg;https://www.dmi.es/photo/2779/11653/2333911323339113/pq/protector-carcasa-transparente-silicona-iphone-6-4-7.jpg;https://www.dmi.es/photo/2779/11653/2333911323339113/pq/protector-carcasa-transparente-silicona-iphone-6-4-7.jpg
AM15297072;https://www.dmi.es/photo/2779/11654/3057501830575018/th/protector-carcasa-transparente-silicona-p8-lite.jpg;0.10;21;0.00;;4.92;;"Accesorios telefonía";Cellularline;"PROTECTOR CARCASA TRANSPARENTE SILICONA P8 LITE";https://www.dmi.es/ficha/AM15297072;25.00;FINECP8LITET;;;8018080251863;999953;2779;"Fundas para Móviles";AM15297072;FINECP8LITET;400.00;;;https://www.dmi.es/photo/2779/11654/3057501830575018/bg/protector-carcasa-transparente-silicona-p8-lite.jpg;https://www.dmi.es/photo/2779/11654/3057501830575018/pq/protector-carcasa-transparente-silicona-p8-lite.jpg;https://www.dmi.es/photo/2779/11654/3057501830575018/pq/protector-carcasa-transparente-silicona-p8-lite.jpg
AM40297000;https://www.dmi.es/photo/123/11657/3212289532122895/th/auriculares-gris-microfono-y-mando-de-control.jpg;0.20;21;0.00;;9.45;;"Accesorios telefonía";Cellularline;"Auriculares Gris microfono y mando de control";https://www.dmi.es/ficha/AM40297000;5.00;MANTISPROD;;;8018080265310;999953;123;Auriculares;AM40297000;MANTISPROD;540.00;;;https://www.dmi.es/photo/123/11657/3212289532122895/bg/auriculares-gris-microfono-y-mando-de-control.jpg;https://www.dmi.es/photo/123/11657/3212289532122895/pq/auriculares-gris-microfono-y-mando-de-control.jpg;https://www.dmi.es/photo/123/11657/3212289532122895/pq/auriculares-gris-microfono-y-mando-de-control.jpg
AM15297073;https://www.dmi.es/photo/1568/11659/2974641829746418/th/protector-cristal-templado-j5.jpg;0.10;21;0.00;;4.92;;"Accesorios telefonía";Cellularline;"PROTECTOR CRISTAL TEMPLADO J5";https://www.dmi.es/ficha/AM15297073;11.00;TEMPGLASBGALJ5;;;8018080250378;999953;1568;"Protectores de Pantalla";AM15297073;TEMPGLASBGALJ5;200.00;;;https://www.dmi.es/photo/1568/11659/2974641829746418/bg/protector-cristal-templado-j5.jpg;https://www.dmi.es/photo/1568/11659/2974641829746418/pq/protector-cristal-templado-j5.jpg;https://www.dmi.es/photo/1568/11659/2974641829746418/pq/protector-cristal-templado-j5.jpg
AM15297077;https://www.dmi.es/photo/1568/11663/3326599833265998/th/cristal-templado-iphone-7-4-7-.jpg;0.10;21;0.00;;6.43;;"Accesorios telefonía";Cellularline;"Cristal Templado iphone 7 4,7""";https://www.dmi.es/ficha/AM15297077;9.00;TEMPGLASSIPH747;;;8018080277030;999953;1568;"Protectores de Pantalla";AM15297077;TEMPGLASSIPH747;200.00;;;https://www.dmi.es/photo/1568/11663/3326599833265998/bg/cristal-templado-iphone-7-4-7-.jpg;https://www.dmi.es/photo/1568/11663/3326599833265998/pq/cristal-templado-iphone-7-4-7-.jpg;https://www.dmi.es/photo/1568/11663/3326599833265998/pq/cristal-templado-iphone-7-4-7-.jpg
AM35297003;https://www.dmi.es/photo/1497/11665/1818613918186139/th/cable-lightning-usb-iphone5-blanco.jpg;0.10;21;0.00;;7.57;;"Accesorios telefonía";Cellularline;"Cable Lightning-USB iphone5 Blanco";https://www.dmi.es/ficha/AM35297003;11.00;USBDATACMFIIPH5W;;;8018080175466;999953;1497;Cables;AM35297003;USBDATACMFIIPH5W;540.00;;;https://www.dmi.es/photo/1497/11665/1818613918186139/bg/cable-lightning-usb-iphone5-blanco.jpg;https://www.dmi.es/photo/1497/11665/1818613918186139/pq/cable-lightning-usb-iphone5-blanco.jpg;https://www.dmi.es/photo/1497/11665/1818613918186139/pq/cable-lightning-usb-iphone5-blanco.jpg
PB21154741;https://www.dmi.es/photo/164/11679/3312060233120602/th/placa-base-gigabyte-h110m-gaming-3-matx-2ddr4.jpg;1.00;21;0.00;;45.75;;;Gigabyte;"PLACA BASE GIGABYTE H110M-GAMING 3 MATX 2DDR4";https://www.dmi.es/ficha/PB21154741;46.00;"GA-H110M-GAMING 3";;;4719331831189;0;164;"Placas base";PB21154741;"GA-H110M-GAMING 3";3888.00;;;https://www.dmi.es/photo/164/11679/3312060233120602/bg/placa-base-gigabyte-h110m-gaming-3-matx-2ddr4.jpg;https://www.dmi.es/photo/164/11679/3312060233120602/pq/placa-base-gigabyte-h110m-gaming-3-matx-2ddr4.jpg;https://www.dmi.es/photo/164/11679/3312060233120602/pq/placa-base-gigabyte-h110m-gaming-3-matx-2ddr4.jpg
TF26287046;https://www.dmi.es/photo/1893/11791/3454243534542435/th/smartphone-weimei-weplus2--5-5--4-64gb-oro-octa-huella-f8mpx-t13mpx-4g.jpg;0.50;21;1.10;"Canon Tfno Movil";140.00;;Telefonía;"WEIMEI MOBILE";"SMARTPHONE WEIMEI WEPLUS2  5,5"" 4/64GB ORO OCTA HUELLA F8MPX T13MPX 4G";https://www.dmi.es/ficha/TF26287046;16.00;WEIMEIWEPLUS2GOLD;;"13.97 cm (5.5"") 1920x1080, Procesador 8 núcleos, 4GB RAM, 64GB eMMC, 13 Mpx/ 8 Mpx, 4G, Batería 3130mAH, Oro, 169g, Android 6.0";8436530854868;107;1893;Smartphones;TF26287046;WEIMEIWEPLUS2GOLD;850.00;"13.97 cm (5.5"") 1920x1080, Procesador 8 núcleos, 4GB RAM, 64GB eMMC, 13 Mpx/ 8 Mpx, 4G, Batería 3130mAH, Oro, 169g, Android 6.0";;https://www.dmi.es/photo/1893/11791/3454243534542435/bg/smartphone-weimei-weplus2--5-5--4-64gb-oro-octa-huella-f8mpx-t13mpx-4g.jpg;https://www.dmi.es/photo/1893/11791/3454243534542435/pq/smartphone-weimei-weplus2--5-5--4-64gb-oro-octa-huella-f8mpx-t13mpx-4g.jpg;https://www.dmi.es/photo/1893/11791/3454243534542435/pq/smartphone-weimei-weplus2--5-5--4-64gb-oro-octa-huella-f8mpx-t13mpx-4g.jpg
TG2127519;https://www.dmi.es/photo/170/11797/3347677033476770/th/tarjeta-grafica-msi-gtx-1050-gaming-x-2g.jpg;1.00;21;0.00;;113.90;;Tarjetas;MSI;"TARJETA GRÁFICA MSI GTX 1050 GAMING X 2G";https://www.dmi.es/ficha/TG2127519;10.00;912-V335-007;;;4719072488772;999990;170;"Tarjetas Gráficas";TG2127519;912-V335-007;4991.00;;;https://www.dmi.es/photo/170/11797/3347677033476770/bg/tarjeta-grafica-msi-gtx-1050-gaming-x-2g.jpg;https://www.dmi.es/photo/170/11797/3347677033476770/pq/tarjeta-grafica-msi-gtx-1050-gaming-x-2g.jpg;https://www.dmi.es/photo/170/11797/3347677033476770/pq/tarjeta-grafica-msi-gtx-1050-gaming-x-2g.jpg
HD11270325;https://www.dmi.es/photo/219/11807/3231723532317235/th/dd-intenso-5tb-3-5--7-2k-sata3364mb-interno.jpg;1.00;21;5.45;"Canon Discos Duros Internos";112.39;;"Discos duros internos";Intenso;"DD Intenso 5TB 3.5"" 7.2k SATA3364MB Interno";https://www.dmi.es/ficha/HD11270325;0.00;6513133;;"5TB, 8.89 cm (3.5 "") , SATA 3 (6 GB/s), 7200 rpm, 64MB";4034303023561;999952;219;"Discos Duros Internos";HD11270325;6513133;16632.00;"5TB, 8.89 cm (3.5 "") , SATA 3 (6 GB/s), 7200 rpm, 64MB";;https://www.dmi.es/photo/219/11807/3231723532317235/bg/dd-intenso-5tb-3-5--7-2k-sata3364mb-interno.jpg;https://www.dmi.es/photo/219/11807/3231723532317235/pq/dd-intenso-5tb-3-5--7-2k-sata3364mb-interno.jpg;https://www.dmi.es/photo/219/11807/3231723532317235/pq/dd-intenso-5tb-3-5--7-2k-sata3364mb-interno.jpg
CS4235373;https://www.dmi.es/photo/375/11808/1398114813981148/th/toner-hp-90x-negro-m4555mfp-pack-2-48000pag.jpg;1.00;21;0.00;;397.63;;Consumibles;HP;"TONER HP 90X NEGRO M4555MFP PACK 2 48000PAG";https://www.dmi.es/ficha/CS4235373;1.00;CE390XD;;"Pack de ahorro de 2 cartuchos de tóner original LaserJet 90X de alta capacidad negro, Por cartucho: 24 000 páginas";0886112379650;225;375;"Tóner y Cartuchos Láser";CS4235373;CE390XD;51480.00;"Pack de ahorro de 2 cartuchos de tóner original LaserJet 90X de alta capacidad negro, Por cartucho: 24 000 páginas";;https://www.dmi.es/photo/375/11808/1398114813981148/bg/toner-hp-90x-negro-m4555mfp-pack-2-48000pag.jpg;https://www.dmi.es/photo/375/11808/1398114813981148/pq/toner-hp-90x-negro-m4555mfp-pack-2-48000pag.jpg;https://www.dmi.es/photo/375/11808/1398114813981148/pq/toner-hp-90x-negro-m4555mfp-pack-2-48000pag.jpg
HD3254139;https://www.dmi.es/photo/219/11828/2515716525157165/th/disco-wd-black-500gb-sata3-32mb.jpg;0.10;21;5.45;"Canon Discos Duros Internos";52.91;;"Discos duros internos";"Western Digital";"DISCO WD BLACK 500GB SATA3 32MB";https://www.dmi.es/ficha/HD3254139;0.00;WD5000LPLX;;;0718037829982;999952;219;"Discos Duros Internos";HD3254139;WD5000LPLX;38.50;;;https://www.dmi.es/photo/219/11828/2515716525157165/bg/disco-wd-black-500gb-sata3-32mb.jpg;https://www.dmi.es/photo/219/11828/2515716525157165/pq/disco-wd-black-500gb-sata3-32mb.jpg;https://www.dmi.es/photo/219/11828/2515716525157165/pq/disco-wd-black-500gb-sata3-32mb.jpg
TA10160122;https://www.dmi.es/photo/897/11832/3214021432140214/th/tablet-archos-70-oxygen-7--ips-fhd-2-32-qc1-3-plata-6-0.jpg;0.40;21;3.15;"Canon Tablet y Disp. Tactiles";72.53;;;Archos;"TABLET ARCHOS 70 OXYGEN 7"" IPS FHD 2 32 QC1,3 PLATA 6.0";https://www.dmi.es/ficha/TA10160122;2.00;503209;;;0690590032095;0;897;Tablets;TA10160122;503209;1579.50;;;https://www.dmi.es/photo/897/11832/3214021432140214/bg/tablet-archos-70-oxygen-7--ips-fhd-2-32-qc1-3-plata-6-0.jpg;https://www.dmi.es/photo/897/11832/3214021432140214/pq/tablet-archos-70-oxygen-7--ips-fhd-2-32-qc1-3-plata-6-0.jpg;https://www.dmi.es/photo/897/11832/3214021432140214/pq/tablet-archos-70-oxygen-7--ips-fhd-2-32-qc1-3-plata-6-0.jpg
VC1232179;https://www.dmi.es/photo/1501/11841/3303817833038178/th/adaptador-gembird-hdmi-a-vga-con-jack-de-3-5.jpg;0.01;21;0.00;;4.85;;"Cables, Conectores y Adaptadores";Gembird;"ADAPTADOR GEMBIRD HDMI A VGA CON JACK DE 3,5";https://www.dmi.es/ficha/VC1232179;100.00;A-HDMI-VGA-03;;;8716309089784;830;1501;"Adaptadores de Cable";VC1232179;A-HDMI-VGA-03;288.00;;;https://www.dmi.es/photo/1501/11841/3303817833038178/bg/adaptador-gembird-hdmi-a-vga-con-jack-de-3-5.jpg;https://www.dmi.es/photo/1501/11841/3303817833038178/pq/adaptador-gembird-hdmi-a-vga-con-jack-de-3-5.jpg;https://www.dmi.es/photo/1501/11841/3303817833038178/pq/adaptador-gembird-hdmi-a-vga-con-jack-de-3-5.jpg
MM4215609;https://www.dmi.es/photo/1554/11855/3321772533217725/th/usb-3-0-toshiba-32gb-u382-tipo-c-blanco.jpg;0.01;21;0.24;"Canon Memorias USB";10.26;;;Toshiba;"USB 3.0 TOSHIBA 32GB U382 TIPO-C BLANCO";https://www.dmi.es/ficha/MM4215609;100.00;THN-U382W0320E4;;;4047999400172;0;1554;"Pendrives USB";MM4215609;THN-U382W0320E4;150.00;;;https://www.dmi.es/photo/1554/11855/3321772533217725/bg/usb-3-0-toshiba-32gb-u382-tipo-c-blanco.jpg;https://www.dmi.es/photo/1554/11855/3321772533217725/pq/usb-3-0-toshiba-32gb-u382-tipo-c-blanco.jpg;https://www.dmi.es/photo/1554/11855/3321772533217725/pq/usb-3-0-toshiba-32gb-u382-tipo-c-blanco.jpg
CS4235428;https://www.dmi.es/photo/375/11871/1988028819880288/th/toner-hp-130a-negro-mfp-m176-177.jpg;0.20;21;0.00;;43.46;;Consumibles;HP;"TONER HP 130A NEGRO MFP M176 177";https://www.dmi.es/ficha/CS4235428;6.00;CF350A;;"Cartucho de tóner original LaserJet 130A negro, 1.300 páginas";0886112939281;225;375;"Tóner y Cartuchos Láser";CS4235428;CF350A;2304.00;"Cartucho de tóner original LaserJet 130A negro, 1.300 páginas";;https://www.dmi.es/photo/375/11871/1988028819880288/bg/toner-hp-130a-negro-mfp-m176-177.jpg;https://www.dmi.es/photo/375/11871/1988028819880288/pq/toner-hp-130a-negro-mfp-m176-177.jpg;https://www.dmi.es/photo/375/11871/1988028819880288/pq/toner-hp-130a-negro-mfp-m176-177.jpg
CS4235429;https://www.dmi.es/photo/375/11872/1988029019880290/th/toner-hp-130a-amarillo-mfp-m176n-m1177.jpg;0.01;21;0.00;;44.17;;Consumibles;HP;"TONER HP 130A AMARILLO MFP M176N M1177";https://www.dmi.es/ficha/CS4235429;8.00;CF352A;;"Cartucho de tóner original LaserJet 130A amarillo, 1.000 páginas";0886112939304;225;375;"Tóner y Cartuchos Láser";CS4235429;CF352A;2304.00;"Cartucho de tóner original LaserJet 130A amarillo, 1.000 páginas";;https://www.dmi.es/photo/375/11872/1988029019880290/bg/toner-hp-130a-amarillo-mfp-m176n-m1177.jpg;https://www.dmi.es/photo/375/11872/1988029019880290/pq/toner-hp-130a-amarillo-mfp-m176n-m1177.jpg;https://www.dmi.es/photo/375/11872/1988029019880290/pq/toner-hp-130a-amarillo-mfp-m176n-m1177.jpg
CS4235430;https://www.dmi.es/photo/375/11873/1988029119880291/th/toner-hp-130a-magenta-laserjet-pro-mfp--m176n-m177.jpg;0.20;21;0.00;;45.01;;Consumibles;HP;"TONER HP 130A MAGENTA LASERJET PRO MFP  M176N M177";https://www.dmi.es/ficha/CS4235430;2.00;CF353A;;"Cartucho de tóner original LaserJet 130A magenta, 1.000 páginas";0886112939311;225;375;"Tóner y Cartuchos Láser";CS4235430;CF353A;2916.00;"Cartucho de tóner original LaserJet 130A magenta, 1.000 páginas";;https://www.dmi.es/photo/375/11873/1988029119880291/bg/toner-hp-130a-magenta-laserjet-pro-mfp--m176n-m177.jpg;https://www.dmi.es/photo/375/11873/1988029119880291/pq/toner-hp-130a-magenta-laserjet-pro-mfp--m176n-m177.jpg;https://www.dmi.es/photo/375/11873/1988029119880291/pq/toner-hp-130a-magenta-laserjet-pro-mfp--m176n-m177.jpg
CS4235431;https://www.dmi.es/photo/375/11874/1988028919880289/th/toner-hp-130a-cian-jet-pro-mfp-m176nn-m177.jpg;0.10;21;0.00;;44.04;;Consumibles;HP;"TONER HP 130A CIAN JET PRO MFP M176NN M177";https://www.dmi.es/ficha/CS4235431;2.00;CF351A;;"Cartucho de tóner original LaserJet 130A cian, 1.000 páginas";0886112939298;225;375;"Tóner y Cartuchos Láser";CS4235431;CF351A;2304.00;"Cartucho de tóner original LaserJet 130A cian, 1.000 páginas";;https://www.dmi.es/photo/375/11874/1988028919880289/bg/toner-hp-130a-cian-jet-pro-mfp-m176nn-m177.jpg;https://www.dmi.es/photo/375/11874/1988028919880289/pq/toner-hp-130a-cian-jet-pro-mfp-m176nn-m177.jpg;https://www.dmi.es/photo/375/11874/1988028919880289/pq/toner-hp-130a-cian-jet-pro-mfp-m176nn-m177.jpg
CS3235594;https://www.dmi.es/photo/377/11888/5786184957861849/th/tinta-hp-903xl-amarillo-alta-capacidad.jpg;0.10;21;0.00;;11.71;;Consumibles;HP;"TINTA HP 903XL AMARILLO ALTA CAPACIDAD";https://www.dmi.es/ficha/CS3235594;0.00;T6M11AE;;"Cartucho de tinta Original HP 903XL amarillo de alto rendimiento";0889894728975;225;377;"Cartuchos de Tinta";CS3235594;T6M11AE;396.00;"Cartucho de tinta Original HP 903XL amarillo de alto rendimiento";;https://www.dmi.es/photo/377/11888/5786184957861849/bg/tinta-hp-903xl-amarillo-alta-capacidad.jpg;https://www.dmi.es/photo/377/11888/5786184957861849/pq/tinta-hp-903xl-amarillo-alta-capacidad.jpg;https://www.dmi.es/photo/377/11888/5786184957861849/pq/tinta-hp-903xl-amarillo-alta-capacidad.jpg
CS4235432;https://www.dmi.es/photo/375/11894/2629037026290370/th/toner-hp-toner-hp-laserjet-201a-negro-1500-pag.jpg;0.30;21;0.00;;50.89;;Consumibles;HP;"TONER HP TONER HP LASERJET 201A NEGRO 1500 PAG";https://www.dmi.es/ficha/CS4235432;1.00;CF400A;;"Cartucho de tóner original LaserJet 201A negro, 1500 páginas";0888793237946;225;375;"Tóner y Cartuchos Láser";CS4235432;CF400A;3960.00;"Cartucho de tóner original LaserJet 201A negro, 1500 páginas";;https://www.dmi.es/photo/375/11894/2629037026290370/bg/toner-hp-toner-hp-laserjet-201a-negro-1500-pag.jpg;https://www.dmi.es/photo/375/11894/2629037026290370/pq/toner-hp-toner-hp-laserjet-201a-negro-1500-pag.jpg;https://www.dmi.es/photo/375/11894/2629037026290370/pq/toner-hp-toner-hp-laserjet-201a-negro-1500-pag.jpg
